Post,Name,Datetime,Story,year
post-7063983,mark813,"May 2, 2021 at 10:29 PM","I am a good judge of people though every once and a while they surprise me. I tell my son to never judge someone and the occasional passenger always reminds me. 
Someone that appears to be well off and says they will tip in advance for you going out of your way somehow never does,.
Then on the other hand there is the hard worker you pick up making min wage and you do your job driving them home only to be left a $5.00 tip on multiple occasions.. 
I dont thing the response saying ""says thanks for the tip"" is enough on the app So I would like to take the time and say Thank You! I wish the app would let you type a message.",2021
post-6849265,AveragePerson,"Feb 12, 2021 at 10:39 AM","You were laughing when Uber IPO tanked but now even if they are bleeding millions all day long, Uber is getting more valuable. Lower fare = more earnings! Get with the times, people!

$110Billion+!
$110,000,000,000+!",2021
post-7052984,mthom,"Apr 23, 2021 at 10:11 PM","If this isn't new, I've never noticed it before. Uber looks to be trying to entice us into waiting on scheduled trips here in Nashville now. Had this pop up when I was canceling a ride when I'd have had to wait 20 minutes.

",2021
post-7060684,Benjamin M,"Apr 29, 2021 at 10:59 PM",", this one's for you. ♥ 

Things have been crappy over the past two years for all of us. Lots of concerns regarding health and maybe even losing loved ones. This gig has been unpredictable and more stressful. 



I gained a great friend, a local driver. I have enjoyed our almost daily conversations over several months, sharing our good and bad stories and helping each other out. 

I am thankful for starting a plan toward improving myself (physically, mentally, and financially) and my family helping my wife and I to find a new home. 

I am thankful for the fact that RS and delivery has kept me occupied during this mess and has been mostly profitable. And for this gig getting me out and earning in the first place when I really had no path in sight (next to nothing to $38k). 

Please try to share something positive.  will appreciate that the local driver (name yourself) is likely tired of my endless *****ing. 😂",2021
post-7061570,Jimmy44,"Apr 30, 2021 at 8:16 PM","After over a year off I returned to driving today.
Worked from 3 to 6:30 and took 10 rides. 
The most difficult thing was wearing the mask. I am always aware of it and it fogs up my tinted cheaters.
It's a small sample but I found riders to be a little more appreciative. 
There are more promotions then there were March 2020.
Uber kept my Diamond rating which I will keep until July.
Because Uber needs drivers desperately the entire app is shall I say driver friendly.",2021
post-7057357,Cvillegordo,"Apr 27, 2021 at 2:45 PM","
So yesterday I gave Katie Boulter and her coach a ride to their hotel after her match. (She won her first two matches.) What a gorgeous- and very sweet- girl!! Her coach is from Spain. Here's a photo! Loving the gig this week.",2021
post-7006363,FLKeys,"Apr 7, 2021 at 9:48 AM","Got a counterfeit $5.00 bill last night as a tip. It was a bad attempt. Came from a bartender that I took home. When they handed it to me it felt funny and I looked at it a little later when I had better light. I wrote in black sharpie on it thanks for the fake tip, took it back to their house and taped it to the door.

Probably get deactivated today when they complain to Uber that I came back to their house.",2021
post-7059669,UE for life,"Apr 29, 2021 at 9:54 AM","I tried a new plan, no orders below $10. Why are all apartments gated? The code never works. I'm making $25/hour now. I have not had an apartment all week. Uber tells me u can make $30/hour, but I've never done it. I am never parked. I put 150 miles on my car each day. I'm in north Dallas, and it is lucrative. 7 a.m. to 9 p.m. each day, and i swear i am the only Uber driver out there. I see DD drivers all day long. I never see anyone working Uber. I only do Uber. Order and pay is fixed. My card was declined 50% of the time. I paid no taxes last year. The hours I work and what Uber reports are different. I am Uber Eats, no PAX, no bs. I have worked every shift, 24 hours/day. Anyone one esle know how to avoid apartments? What works for you?",2021
post-7057886,Aw Jeez,"Apr 27, 2021 at 10:27 PM","I read posts on this forum and I get the impression that some of you really don't this job and really don't like our customers. And I always want to ask: Why do you do this? By now, everyone should realize that Uber is not a great full-time job - if it ever was. By now, you can't exactly blame Uber for your particular situation. You've had plenty of time to re-evaluate and get out if that's what you want. And so, again I wonder: Why keep doing something you so obviously dislike?

Middle-aged couple got in the car at a hotel the other morning. Black couple but I don't think it matters. Woman asks me to pop the truck, so I do and then I hop out and help them load their numerous bags. As we leave for the short ride to the airport, I ask them about their stay and such. Just idle chit-chat. When we get to the airport, I hop out and go get one of the little baggage carts they provide. This ain't New York, it's pretty chill here and I didn't have another ride stacked.

""You're the best Uber driver ever!"" the old guy goes. Which I know is not true, but he meant it sincerely. ""Our last two drivers ignored us...wouldn't help with the bags, didn't talk to us...made us feel like we were imposing on him."" I thanked them and wished them a pleasant trip home. By the time I was out of the airport, I saw the $10 tip on top of the $5.71 fare.

Look, this job really isn't that hard or that bad. Just be nice to people...treat them like human beings, not some big inconvenience or annoyance. If you don't like people, perhaps ride-sharing is not the field for you. If you're not making enough money doing ride-share, perhaps it's not the field for you. And if you resent passengers for not living up to your expectations at the beginning, middle or end of the ride, perhaps ride-share is not the field for you.

Me, I happen to love this job! Every day, I thank God that Uber came along and got me out of driving a taxi (which was okay but a lot more work for the money). I've had a lot of fun jobs...but mainly I've been a helicopter pilot most of my life, and doing  job is the most fun I've ever had. No, I'm not getting rich, and I'm putting about 30,000/year on the car, which is fine. Uber/Lyft gives me about $2,400 - $2,500 per month in my bank account. I could make more if I wanted to work harder, but I don't.

Some of you guys really need an attitude check. The passengers are not your enemy. I wish some drivers would stop treating them as though they are. It makes it hard for the rest of us.

",2021
post-7055606,FLKeys,"Apr 26, 2021 at 9:38 AM","Get a ping for a gated community on Saturday. Right away send message asking for gate code. (I am now keeping a list) No response from PAX. I was only a minute away and am now at the gate. I call the PAX and he answers. I say Hi, this is FL Keys from Uber I'm at the gate and need a gate code. He acts all stupid and says he has no idea what I am talking about, he didn't order a ride, and he is not sure he even has Uber on his phone. I say is XXX your address and he says yes. I say well someone used your phone to order a ride you need to go in the app and cancel it if you don't want it. He barks back I don't have the app on my phone and he is going to end the call. I hear a beep and think he ends the call. I go to cancel and I hear in the back ground that he is yelling at someone for ordering a ride too soon.

At that point I say screw it I need a break and gas anyway I'll leave the ride open and wait for him to cancel.

I go get gas, go to a fast food place and use the facility, BS with the manager a few minutes, fill my water cup and head out back on the road. See the ride is still active on my phone. Decide to drive by the place and a car is pulling out so I sneak through the gate. I get close enough to the house to start the timer counting down. Around the 4 minute mark I see another Uber/Lyft car pull up to the house. Pick the PAX up and head off. 

Finally 5 minutes is up and I cancel for No Show. I was surprised to see the no show fee come up as $13.58

Nice little paid break.

",2021
