Post,Name,Datetime,Story,year
post-6405198,SleelWheels,"Jul 27, 2020 at 8:40 PM","I pull up to the address to pick up pax, an eyeglass place in a strip mall, double park in the parking lot with hazards on to let the world know stay the **** away from me.

No sign of pax, but wait here she comes, ‘they’re finishing up and it will only be 5 minutes’ ok so I pull into a parking space and scan the area for a bathroom since I’ve had to go for an hour.

No such luck, so took a piss on the side of the optometrists office behind a well placed bush. Back in the car and five minutes+ have come and gone. So swipe and cancel and I’m back on the road, paxless.

Don’t book a ride if you’re not ready paxhole. Luckily I was paid 5 and change regardless.",2020
post-6405613,MyJessicaLS430,"Jul 28, 2020 at 12:14 AM","After spending a considerable amount of my lifetime in Houston, it is time to move on. Below is the map summarizing my driving experience. Areas marked with diagonals are to be avoided (poorly-paved roads / hoods / high crime zones). The love marks indicate hotspots where you can find quality rides. Boxes marked with 'X tip' is pretty self-explanatory which also coincide with low rider quality. This gives everyone across America an idea of how cheap the majority of 'Houstonians' are. Interesting enough, I have never received any ride requests in regions marked with question marks. Perhaps someone from Houston can share his / her experience.




Below indicates how 'pristine' the roads are in Houston. Pray if you drive a car with air-suspension.

1) Westheimer Rd spanning from Loop 610 to DT Houston
2) Richmond Av. This road is @@@@ed the entire length
3) Bellaire Blvd between I-69 and Chimney Rock Rd
4) Bissonnet St spanning from Loop 610 to I-69
5) North and South Braeswood Blvd. As @@@@ as #2, eastbound toward medical centre is even worse
6) Buffalo Speedway between Holcombe Blvd and Loop 610
7) Cambridge St
8) Fountain View Dr
9) South Gessner Rd. Pretty @@@@. This road is so long that I have never been to either ends.




Hope this may become useful for any rookies in Houston or anyone here who wishes to visit Houston in the future.

Goodbye and Thank you Houston. I will miss your enormous amount of land, free parking almost everywhere and low cost of living.",2020
post-6392100,SleelWheels,"Jul 22, 2020 at 12:40 AM","So I get a pick up with an address that matches McDonalds but the actual pickup is adjacent at Taco Bell. 

Home boy texts me I can’t find you, Eventually I figure out that Lyft’s deadly accurate GPS strikes again. Oh well,",2020
post-6402527,SleelWheels,"Jul 26, 2020 at 5:26 PM","Is this what if feels like to hit an Uber quest?

",2020
post-6403238,Juggalo9er,"Jul 26, 2020 at 11:33 PM","best pictures you've taken in the wild
Yes that's an hhr
Yes that's a window ac unit
",2020
post-5493565,O-Side Uber,"Oct 17, 2019 at 12:45 AM","My trial was today for the alleged infraction of going straight from a right turn only lane. I had pled not guilty a month ago . I was hoping the cop wouldn’t show up ... he did. 

Only one case was dropped today for a cop not showing up .. the other 8 of us lost our arguments . I though most of the defendants raised decent amounts of reasonable doubt , but this old judge was finding everyone guilty. He was nice but it all seemed like sham. 

I was the last to go up and I may have gone a bit too over the top when I went after the cop. 
He was leaving out important details as I was cross examining him , and at times he was dishonest. 

I basically paid $238 for the privilege of grilling Officer Oinkin for 10 minutes. It was glorious !!! I was like an overdramatic TV lawyer . I can tell the judge thought I overstepped because I was the only one he didn’t offer traffic school too. Lol

He would ask each cop if the defendants were “polite” to the officers when they were pulled over. If the cop said yes, then he would offer traffic school. He asked every officer that except Officer Oinkin

Even though I poked many holes in the officer’s testimony, the judge still found me guilty, hit me with the full fine and did not offer me traffic school. I wasn’t going to pay for that anyway but I thought it was funny he withheld the HONOR of traffic school. 

I paid the $238 and bounced .",2019
post-6401899,SleelWheels,"Jul 26, 2020 at 11:37 AM","Drove two pax to the Tesla dealership back-to-back days. Pax one tipped 10 bucks, pax two, 7 bucks cash. 

Good tips because they don’t have to buy gas?",2020
post-6383911,Modern_Slave,"Jul 18, 2020 at 4:34 PM","An Italian cab driver was telling a passenger that only real men drive taxis in Rome. ""We use our left hand for signals and our right hand to wave at women,"" he proclaimed.
The tourist asked, ""But how do you steer?""
""I just told you,"" the cabbie replied, ""that only *real* men drive taxis in Rome.""

What's up, you all Uber junkies? Stay safe out there! And don't kill someone!

",2020
post-6397241,Juggalo9er,"Jul 24, 2020 at 12:36 AM","You suck lyft
",2020
post-6392357,dauction,"Jul 22, 2020 at 3:37 AM","I've never hit cancel so quick :biggrin: 


It was a UBer schedule pu... wasn't for another 20 minutes but that was ok because I was coming up on a Chevy Dealer and I wanted to look at the Chevy Bolt. After 10 minutes of checking out the Bolt I come back out to my car and get that ""Be right down, I have 2 loads of Laundry"" message .. now I'm a good ant and PU most everybody but dirty smelly laundry I guess is my red line ..cancel",2020
